country,points,price,province,region_1,region_2,variety,winery
Italy,88,40,Tuscany,Toscana,,Sangiovese,Valiano
Italy,88,18,Northeastern Italy,Colli Orientali del Friuli,,Pinot Grigio,Volpe Pasini
Greece,88,,Naoussa,,,White Blend,Zenato
Mexico,88,18,Valle de Guadalupe,,,Nebbiolo,L.A. Cetto
Italy,88,15,Northeastern Italy,Trentino,,White Blend,La Vis
Chile,88,12,Rapel Valley,,,Merlot,Lapostolle
Italy,88,11,Veneto,Bianco di Custoza,,White Blend,Fratelli Zeni
Chile,88,15,Maipo Valley,,,Cabernet Sauvignon,Carmen
Italy,88,9,Veneto,Valdadige,,Chardonnay,Tommasi
Italy,88,30,Northeastern Italy,Alto Adige,,Gewürztraminer,San Michele Eppan
US,88,18,California,Rutherford,Napa,Sauvignon Blanc,Vinoce
US,88,34,California,Russian River Valley,Sonoma,Merlot,Merriam
US,88,17,California,Alexander Valley,Sonoma,Sauvignon Blanc,Murphy-Goode
US,88,25,California,Edna Valley,Central Coast,Pinot Noir,Kynsi
Italy,88,15,Northeastern Italy,Alto Adige,,White Blend,Cantina Terlano
Chile,88,12,Maipo Valley,,,Cabernet Sauvignon,Casa Julia
Chile,88,14,Central Valley,,,Chardonnay,Valdivieso
US,87,12,California,Santa Ynez Valley,Central Coast,Sauvignon Blanc,Bridlewood
Chile,87,11,Lontué Valley,,,Chardonnay,San Pedro
Chile,87,12,Maipo Valley,,,Merlot,Undurraga
Italy,87,,Northeastern Italy,Collio,,White Blend,Conti Formentini
US,85,16,California,California,California Other,Zinfandel,Cline
Chile,85,15,Colchagua Valley,,,Pinot Noir,Cono Sur
Chile,85,13,Curicó Valley,,,Sauvignon Blanc,Aresti
Italy,85,24,Veneto,Prosecco di Valdobbiadene,,Prosecco,Astoria
Italy,85,13,Italy Other,Italy,,Prosecco,Cantine Maschio
Italy,85,19,Veneto,Prosecco di Valdobbiadene,,Prosecco,Val d'Oca
Chile,85,11,Colchagua Valley,,,Syrah,Viña Bisquertt
US,85,15,California,California,California Other,Red Blend,Vinavanti
US,85,45,California,Santa Barbara County,Central Coast,Syrah,Vino V
Italy,85,19,Veneto,Prosecco del Veneto,,Prosecco,Viticoltori Ponte
France,85,30,Champagne,Champagne,,Champagne Blend,Jacquart
Chile,85,14,Casablanca Valley,,,Chardonnay,Lapostolle
Italy,85,15,Veneto,Prosecco di Conegliano e Valdobbiadene,,Prosecco,Le Vigne di Alice
US,85,20,New York,Finger Lakes,Finger Lakes,Gewürztraminer,McGregor
US,85,20,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Miles
US,85,12,California,California,California Other,Cabernet Sauvignon,Morro Bay
Italy,85,20,Veneto,Prosecco di Valdobbiadene,,Prosecco,Perlage
Italy,85,13,Veneto,Prosecco del Veneto,,Prosecco,Pizzolato
Italy,85,16,Veneto,Prosecco del Veneto,,Prosecco,Pizzolato
US,85,14,New York,Finger Lakes,Finger Lakes,Riesling,Red Newt Cellars
Italy,85,14,Veneto,Prosecco del Veneto,,Prosecco,Ca'Tullio
Italy,85,,Veneto,Prosecco del Veneto,,Prosecco,Pizzolato
Austria,85,,Burgenland,,,Red Blend,Michlits
France,89,20,Bordeaux,Graves,,Bordeaux-style Red Blend,Château de Callac
France,89,,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Château de Marsan
US,89,30,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Guardian
US,89,20,Washington,Walla Walla Valley (WA),Columbia Valley,Grenache Blanc,Kerloo
Austria,89,23,Weinviertel,,,Grüner Veltliner,Kohl
US,89,30,California,California,California Other,White Blend,Las Positas
US,89,18,New York,New York,New York Other,Rosé,Lieb
Spain,89,18,Northern Spain,Rioja,,Tempranillo,Luberri
US,89,35,New York,North Fork of Long Island,Long Island,Sparkling Blend,Macari
Austria,89,17,Kremstal,,,Grüner Veltliner,Malat
US,89,42,Washington,Wahluke Slope,Columbia Valley,Syrah,Milbrandt
US,89,30,California,Santa Ynez Valley,Central Coast,Sauvignon Blanc,Ojai
US,89,24,California,Templeton Gap District,Central Coast,Tempranillo,ONX
US,89,16,Washington,Snipes Mountain,Columbia Valley,Riesling,Pomum
US,89,27,California,Santa Barbara County,Central Coast,Grenache Blanc,Prospect 772
Italy,89,89,Piedmont,Barolo,,Nebbiolo,Revello Fratelli
Austria,89,,Thermenregion,,,Zierfandler,Gebeshuber
Italy,89,15,Piedmont,Gavi,,Cortese,Tenuta La Marchesa
US,89,54,California,Alexander Valley,Sonoma,Bordeaux-style Red Blend,Trione
Spain,89,15,Northern Spain,Bierzo,,Mencía,Vinos de Arganza
Spain,89,42,Northern Spain,Vino de la Tierra de Castilla y León,,Mencía,Vinos de Arganza
US,89,38,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Walla Walla Vintners
Austria,89,12,Niederösterreich,,,Zweigelt,Winzer Krems
US,89,35,New York,Long Island,Long Island,Cabernet Franc,Wölffer
US,88,32,California,Sonoma Valley,Sonoma,Zinfandel,Dunbar
Austria,88,12,Wagram,,,Grüner Veltliner,Eschenhof Holzer
Italy,88,28,Sicily & Sardinia,Etna,,Nerello Mascalese,Fattorie Romeo del Castello
US,88,20,California,Paso Robles,Central Coast,Cabernet Sauvignon,Flying Cloud
France,88,14,Loire Valley,Muscadet Sèvre et Maine,,Melon,Gadais Père et Fils
France,88,19,Rhône Valley,Côtes du Rhône,,Rhône-style White Blend,André Brunel
Italy,92,39,Lombardy,Franciacorta,,Chardonnay,Majolini
France,92,,Champagne,Champagne,,Champagne Blend,Montaudon
Italy,92,35,Tuscany,Vino Nobile di Montepulciano,,Sangiovese,Montemercurio
France,92,,Burgundy,Meursault,,Chardonnay,Patrick Javillier
France,92,69,Champagne,Champagne,,Champagne Blend,Philippe Fontaine
Canada,92,30,Ontario,Niagara-On-The-Lake,,Vidal,Pillitteri
US,92,40,California,Carneros,Napa-Sonoma,Chardonnay,Robert Mondavi
US,92,23,California,Anderson Valley,,Sparkling Blend,Roederer Estate
US,92,45,California,Santa Maria Valley,Central Coast,Pinot Noir,Rusack
Italy,92,50,Lombardy,Franciacorta,,Sparkling Blend,Bellavista
France,92,100,Champagne,Champagne,,Champagne Blend,Chanoine
US,92,50,Oregon,Ribbon Ridge,Willamette Valley,Pinot Noir,Chehalem
US,92,29,Oregon,Dundee Hills,Willamette Valley,Pinot Blanc,Chehalem
France,92,66,Burgundy,Meursault,,Chardonnay,Henri de Villamont
France,92,60,Champagne,Champagne,,Champagne Blend,Vollereaux
Germany,92,115,Rheinhessen,,,Riesling,Wittmann
Italy,92,69,Veneto,Amarone della Valpolicella,,Red Blend,Valentina Cubi
France,92,,Champagne,Champagne,,Chardonnay,Deutz
US,92,65,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Domaine Serene
Germany,92,42,Mosel,,,Riesling,Dr. Loosen
Germany,92,27,Mosel,,,Riesling,Dr. Loosen
France,92,70,Champagne,Champagne,,Champagne Blend,H. Blin
France,92,73,Burgundy,Chambolle-Musigny,,Pinot Noir,Henri de Villamont
France,92,72,Burgundy,Chambolle-Musigny,,Pinot Noir,Henri de Villamont
Portugal,92,34,Alentejano,,,Portuguese Red,Herdade Grande
France,92,,Champagne,Champagne,,Champagne Blend,Jeaunaux-Robin
US,92,130,California,Rutherford,Napa,Cabernet Sauvignon,Bell
US,92,88,California,Napa Valley,Napa,Red Blend,Castello di Amorosa
France,92,65,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Vray Croix de Gay
France,92,,Champagne,Champagne,,Champagne Blend,Dampierre
Italy,87,15,Sicily & Sardinia,Cannonau di Sardegna,,Cannonau,Santa Maria La Palma
US,87,45,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,Sparkman
Italy,87,18,Sicily & Sardinia,Isola dei Nuraghi,,Cannonau,Argiolas
US,87,60,California,Sta. Rita Hills,Central Coast,Pinot Noir,Babcock
South Africa,87,12,Stellenbosch,,,Chenin Blanc,Cape View
South Africa,87,12,Western Cape,,,Chenin Blanc,Ken Forrester
France,87,13,Rhône Valley,Côtes du Rhône Villages,,Rhône-style Red Blend,Louis Bernard
US,87,13,California,Sonoma County,Sonoma,Cabernet Sauvignon,Lyeth
Italy,87,15,Northeastern Italy,Colli Orientali del Friuli,,White Blend,Marco Cecchini
Italy,87,18,Northeastern Italy,Friuli Grave,,Pinot Grigio,Vigneti Le Monde
Italy,87,13,Northeastern Italy,Friuli Grave,,Sauvignon,Vigneti Le Monde
Spain,87,19,Catalonia,Cava,,Sparkling Blend,V&N; Cellars
Austria,87,18,Kremstal,,,Grüner Veltliner,Winzer Krems
US,87,30,Washington,Walla Walla Valley (WA),Columbia Valley,Sangiovese,Zerba Cellars
US,87,35,Washington,Red Mountain,Columbia Valley,Red Blend,Insania
US,87,12,New York,Finger Lakes,Finger Lakes,Chardonnay,Knapp
US,87,18,California,El Dorado,Sierra Foothills,Chardonnay,Lava Cap
Spain,87,25,Northern Spain,Rueda,,Verdejo,Loess
US,87,30,California,Suisun Valley,North Coast,Cabernet Franc,MICA Cellars
US,87,17,California,Carneros,Napa-Sonoma,Pinot Noir,Michael Pozzan
France,87,20,Provence,Côtes de Provence,,Rosé,Domaine du Grand Cros
Spain,87,11,Northern Spain,Rioja,,Rosé,El Coto
US,87,15,California,Lodi,Central Valley,Verdelho,Fenestra
Austria,87,18,Österreichischer Sekt,,,Moscato,Gunter Triebaumer
US,87,19,California,Russian River Valley,Sonoma,Sauvignon Blanc,Hanna
France,87,15,Rhône Valley,Côtes du Rhône,,Rhône-style Red Blend,Alain Jaume et Fils
Spain,87,16,Northern Spain,Vino de la Tierra de Castilla y León,,Tempranillo,Aleo
Italy,87,12,Northeastern Italy,Venezia Giulia,,White Blend,Altùris
US,87,28,Washington,Wahluke Slope,Columbia Valley,Syrah,Camaraderie
US,87,28,Washington,Yakima Valley,Columbia Valley,Tempranillo,Camaraderie
US,91,65,California,Napa Valley,Napa,Red Blend,Beringer
US,91,48,California,Monterey County,Central Coast,Chardonnay,Big Basin
France,91,70,Champagne,Champagne,,Champagne Blend,Boude Baudin
France,91,59,Champagne,Champagne,,Champagne Blend,Boude Baudin
US,91,90,California,Chiles Valley,Napa,Cabernet Sauvignon,Conn Creek
Chile,91,35,Colchagua Valley,,,Merlot,Cono Sur
US,91,75,California,Sonoma Coast,Sonoma,Pinot Noir,D.R. Stephens
US,91,55,California,Russian River Valley,Sonoma,Pinot Noir,Davis Family
US,91,55,California,Russian River Valley,Sonoma,Pinot Noir,Davis Family
France,91,60,Burgundy,Mercurey,,Pinot Noir,Domaine Jeannin-Naltet
US,91,36,California,Calaveras County,Sierra Foothills,Grenache,Prospect 772
US,91,35,California,Edna Valley,Central Coast,Marsanne,Qupé
US,91,35,California,Edna Valley,Central Coast,Grenache,Qupé
US,91,55,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Rex Hill
US,91,65,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Ruby
US,91,35,Washington,Horse Heaven Hills,Columbia Valley,Syrah,Structure
US,91,49,California,Arroyo Grande Valley,Central Coast,Chardonnay,Testarossa
US,91,55,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Tumwater
Germany,91,30,Rheinhessen,,,Scheurebe,Wittmann
France,91,42,Champagne,Champagne,,Champagne Blend,Jeaunaux-Robin
US,91,45,California,Russian River Valley,Sonoma,Pinot Noir,Joseph Jewell
Chile,91,24,Colchagua Valley,,,Syrah,Lapostolle
US,91,50,Oregon,Oregon,Oregon Other,Sparkling Blend,Le Cadeau
US,91,50,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Le Cadeau
US,91,50,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Le Cadeau
US,91,38,California,Paso Robles,Central Coast,Cabernet Sauvignon,Le Vigne
Germany,91,22,Mosel,,,Riesling,Maximin Grünhäuser
US,91,50,Washington,Walla Walla Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Northstar
US,91,110,California,Napa Valley,Napa,Cabernet Sauvignon,Padis
US,91,45,Oregon,Umpqua Valley,Southern Oregon,Pinot Noir,Paul O'Brien
US,93,42,California,Edna Valley,Central Coast,Pinot Noir,Claiborne & Churchill
US,93,60,California,Santa Maria Valley,Central Coast,Pinot Noir,Flying Goat Cellars
US,93,42,California,Santa Maria Valley,Central Coast,Pinot Noir,Flying Goat Cellars
Italy,93,30,Northeastern Italy,Alto Adige Valle Isarco,,Kerner,Abbazia di Novacella
US,93,75,California,Napa Valley,Napa,Cabernet Sauvignon,Midsummer Cellars
US,93,54,California,Templeton Gap District,Central Coast,Red Blend,ONX
US,93,85,California,Napa Valley,Napa,Cabernet Sauvignon,Les Belles Collines
US,93,50,California,Sonoma Coast,Sonoma,Chardonnay,Lutum
US,93,150,California,Ballard Canyon,Central Coast,Sangiovese,Turiya
US,93,85,California,Green Valley,Sonoma,Pinot Noir,Iron Horse
Italy,93,90,Piedmont,Barolo,,Nebbiolo,Brandini
US,93,35,California,Carneros,Napa-Sonoma,Chardonnay,Artesa
US,93,46,California,Sonoma Valley,Sonoma,Zinfandel,Carlisle
France,93,20,Provence,Coteaux d'Aix-en-Provence,,Rosé,Château Vignelaure
Argentina,93,42,Mendoza Province,Mendoza,,Malbec,Clos d'Argentine
France,93,40,Provence,Côtes de Provence Sainte-Victoire,,Rosé,Mas de Cadenet
US,93,75,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Passing Time
Spain,93,88,Northern Spain,Ribera del Duero,,Tempranillo,Resalte
US,93,40,California,Santa Maria Valley,Central Coast,Pinot Noir,Sanctuary
US,93,25,California,Sierra Foothills,Sierra Foothills,White Blend,Terre Rouge
US,93,48,California,Russian River Valley,Sonoma,Syrah-Grenache,Limerick Lane
US,93,45,California,Russian River Valley,Sonoma,Syrah,Limerick Lane
US,93,50,California,Sonoma Coast,Sonoma,Pinot Noir,Loring Wine Company
US,93,65,California,Napa Valley,Napa,Petite Sirah,Eighty Four
US,93,48,California,Sta. Rita Hills,Central Coast,Pinot Noir,Flying Goat Cellars
US,93,62,California,Paso Robles,Central Coast,Syrah,Four Lanterns
US,93,100,California,Central Coast,Central Coast,Red Blend,Turiya
US,93,53,California,Napa Valley,Napa,Cabernet Sauvignon,World's End
Argentina,93,55,Mendoza Province,Mendoza,,Malbec,Benegas
US,93,70,California,Howell Mountain,Napa,Cabernet Sauvignon,W.H. Smith
US,89,38,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Alleromb
US,89,50,Washington,Yakima Valley,Columbia Valley,Syrah,Ardor
US,89,25,California,Yolo County,Central Valley,Albariño,Berryessa Gap
Italy,89,15,Piedmont,Dolcetto d'Alba,,Dolcetto,Brezza
France,89,14,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Bois Chantant
France,89,11,Rhône Valley,Costières de Nîmes,,Rosé,Château de Campuget
France,89,14,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château de l'Aubrade
France,89,37,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château de Pressac
US,89,17,New York,Finger Lakes,Finger Lakes,Rosé,Chateau Lafayette Reneau
France,89,15,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château Maison Noble Saint Martin
US,89,13,California,California,California Other,Rosé,Cupcake
US,89,18,Washington,Washington,Washington Other,White Blend,Raconteur
US,89,26,Washington,Columbia Gorge (WA),Washington Other,Gewürztraminer,Savage Grace
US,89,18,Washington,Wahluke Slope,Columbia Valley,Merlot,Seven Falls
US,89,32,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Silvertip
Austria,89,18,Kamptal,,,Grüner Veltliner,Steininger
US,89,25,Washington,Yakima Valley,Columbia Valley,Chardonnay,Stevens
Austria,89,18,Steiermark,,,Pinot Blanc,Strauss
Austria,89,20,Südsteiermark,,,Sauvignon Blanc,Strauss
US,89,18,California,North Coast,,Chardonnay,Trinity River
Austria,89,,Burgenland,,,Zweigelt,Umathum
US,89,17,California,Paso Robles,Central Coast,Chardonnay,Vintage Cowboy
Austria,89,13,Niederösterreich,,,Grüner Veltliner,Winzer Krems
US,89,41,Washington,Walla Walla Valley (WA),Columbia Valley,Malbec,Kontos
Austria,89,16,Niederösterreich,,,Riesling,Landhaus Mayer
France,89,20,Rhône Valley,,,Rhône-style Red Blend,Lavau
US,89,30,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,L'Ecole No. 41
Greece,89,13,Crete,,,Vilana,Lyrarakis
Austria,89,24,Kremstal,,,Riesling,Malat
US,89,36,California,Paso Robles,Central Coast,Sangiovese,Midnight
US,87,20,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Michael Pozzan
Italy,87,19,Piedmont,Gavi,,Cortese,Michele Chiarlo
Mexico,87,15,Valle de Guadalupe,,,Sauvignon Blanc,Monte Xanic
US,87,69,California,Oak Knoll District,Napa,Cabernet Sauvignon,Paoletti
US,87,36,New York,North Fork of Long Island,Long Island,Cabernet Franc,Peconic Bay Winery
Spain,87,35,Northern Spain,Navarra,,Red Blend,Príncipe de Viana
Argentina,87,30,Mendoza Province,Mendoza,,Red Blend,Proemio
US,87,25,Oregon,Rogue Valley,Southern Oregon,Grenache,Quady North
US,87,25,Oregon,Rogue Valley,Southern Oregon,Viognier,Quady North
Portugal,87,15,Douro,,,Portuguese White,Quinta do Portal
US,87,20,Oregon,Chehalem Mountains,Willamette Valley,Grüner Veltliner,Raptor Ridge
US,87,17,California,Northern Sonoma,Sonoma,Sauvignon Blanc,Rodney Strong
US,87,54,California,Carneros,Napa-Sonoma,Pinot Noir,Saintsbury
US,87,40,California,Paso Robles,Central Coast,G-S-M,Sextant
Portugal,87,12,Vinho Verde,,,Portuguese White,Solar de Pinheiro
Italy,87,19,Veneto,Soave Classico,,Garganega,Suavia
Argentina,87,11,Mendoza Province,Mendoza,,Malbec,Tilia
US,87,45,California,Russian River Valley,Sonoma,Chardonnay,B Cellars
Italy,87,25,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Glera,Bacio della Luna
US,87,35,California,Calistoga,Napa,Merlot,Barlow
Italy,87,16,Piedmont,Piedmont,,Chardonnay,Borgo Maragliano
Italy,87,20,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Glera,Bortolotti
US,87,28,California,Edna Valley,Central Coast,Pinot Noir,Claiborne & Churchill
US,87,25,Idaho,,,Red Blend,Coiled
US,87,28,Idaho,,,Red Blend,Coiled
US,87,20,Idaho,Idaho,,Red Blend,Colter's Creek
Italy,87,15,Veneto,Soave,,Garganega,Corte Falco
Italy,87,23,Veneto,Gambellara Classico,,Garganega,Domenico Cavazza
Italy,87,19,Piedmont,Monferrato,,White Blend,Cascina La Ghersa
Australia,92,35,South Australia,McLaren Vale,,Shiraz,Kangarilla Road
US,92,75,California,Russian River Valley,Sonoma,Pinot Noir,Walt
US,92,48,Oregon,Willamette Valley,,Pinot Noir,WillaKenzie Estate
France,92,54,Alsace,Alsace,,Gewürztraminer,Willm
France,92,34,Alsace,Alsace,,Riesling,Jean-Marc Bernhard
Australia,92,60,Victoria,Yarra Valley,,Viognier,Yeringberg
US,92,48,California,Dry Creek Valley,Sonoma,Zinfandel,Armida
Spain,92,28,Northern Spain,Rioja,,Viura,Marqués de Murrieta
Australia,92,125,South Australia,Barossa Valley,,Shiraz,Torbreck
France,92,45,Alsace,Alsace,,Alsace white blend,Biecher & Schaal
France,92,36,Alsace,Alsace,,Riesling,Domaines Schlumberger
France,92,30,Alsace,Alsace,,Pinot Gris,Domaines Schlumberger
US,92,37,California,Santa Maria Valley,Central Coast,Chardonnay,Foxen
US,92,25,California,California,California Other,Pinot Gris,Les Belles Collines
Portugal,92,30,Alentejano,,,Portuguese Red,Luis Duarte
US,92,60,California,Sonoma Coast,Sonoma,Chardonnay,Melhill
US,92,40,California,Paso Robles,Central Coast,Cabernet Sauvignon,Niner
US,92,50,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Purple Hands
Portugal,92,23,Tejo,,,Portuguese Red,Quinta da Lagoalva de Cima
Portugal,92,80,Douro,,,Portuguese Red,Quinta do Monte Xisto
Germany,92,34,Mosel,,,Riesling,Reichsgraf von Kesselstatt
US,92,75,California,Napa Valley,Napa,Cabernet Sauvignon,Stone The Crows
Italy,92,24,Northeastern Italy,Collio,,Sauvignon,Sturm
France,92,39,Alsace,Alsace,,Riesling,Kuentz-Bas
Australia,92,21,Western Australia,Great Southern,,Riesling,Plantagenet
US,92,35,California,Arroyo Seco,Central Coast,Grenache,Scratch
France,92,43,Alsace,Alsace,,Riesling,Sipp Mack
US,92,30,California,Mokelumne River,Central Valley,Zinfandel,St. Amant
US,92,70,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Stoller
South Africa,92,50,Coastal Region,,,Rhône-style Red Blend,Fable Mountain
US,90,40,California,Los Carneros,Napa-Sonoma,Chardonnay,Vine Cliff
US,90,45,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Va Piano
US,90,80,California,Mount Veeder,Napa,Cabernet Sauvignon,Y Rousseau
US,90,15,California,Mendocino,,Pinot Grigio,Monte Volpe
Italy,90,65,Piedmont,Barolo,,Nebbiolo,Palladino
US,90,65,California,Rockpile,Sonoma,Cabernet Sauvignon,Paradise Ridge
Italy,90,35,Piedmont,Dogliani Superiore,,Dolcetto,Pecchenino
Italy,90,25,Piedmont,Barbera d'Alba,,Barbera,Poderi Colla
US,90,20,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Poet's Leap
Spain,90,15,Levante,Valencia,,Garnacha Tintorera,Rafael Cambra
US,90,26,New York,North Fork of Long Island,Long Island,Riesling,Raphael
US,90,30,Washington,Walla Walla Valley (WA),Columbia Valley,Malbec,Seven Hills
US,90,13,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Snoqualmie
US,90,45,California,Napa Valley,Napa,Petite Sirah,Stags' Leap Winery
US,90,26,New York,Long Island,Long Island,Riesling,The Grapes of Roth
US,90,44,California,Anderson Valley,,Pinot Noir,The Withers Winery
US,90,38,California,Carneros,Napa-Sonoma,Cabernet Sauvignon,Truchard
US,90,28,California,Carneros,Napa-Sonoma,Pinot Noir,Acacia
US,90,32,Washington,Yakima Valley,Columbia Valley,Chardonnay,Array
Italy,90,50,Tuscany,Cortona,,Syrah,Baracchi Riccardo
Italy,90,35,Tuscany,Cortona,,Syrah,Baracchi Riccardo
US,90,35,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Barrister
Spain,90,25,Northern Spain,Rioja,,Tempranillo Blend,Bodegas Berceo
US,90,42,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Bunnell
Italy,90,45,Piedmont,Piemonte,,Pinot Nero,Castello di Neive
Italy,90,70,Tuscany,Colli della Toscana Centrale,,Red Blend,Castello di Querceto
